52c1728163cbc920b9e06f880f05ccf06feda18c,MODIFY,regular-file,app/src/main/res/values/google_maps_key.xml,1036,23
770d96514698962555a49d2799651a1858e9d891,MODIFY,regular-file,app/src/main/res/values/strings.xml,1003,9-10
